Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
14362,1.796341896057129,9,9,5681,1305,1478.0,54.0,631.2222222222222,608.7836283712297,571.0,54.0,145.0,175.43723157363783,3889.014677736952,10.020364185408694,0.1056671703563017,0.37888151677452075,1.620251178741455,0.0,1.7705130577087402,0.22131413221359253,0.5547812113691827,1.688464879989624,0.0,1.796341896057129,0.2245427370071411,0.5276484308690512,1.620251178741455,0.0055201053619384766,5,2,0,0,372.0,372.0,5.010182092704347,5.010182092704347,54.0,1478.0,388.1111111111111,509.70665734637004,259800.8765432099,2,2,0,7,17,0,0,0,1.0,388.1111111111111,589.8888888888889,103.66666666666667,372.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5681,9,1305,0,0,8,14,1.796341896057129,0.0,1.796341896057129,1.796341896057129,0.0,0.0,0.0,0.0,BENIGN
14363,0.8572959899902344,9,9,5681,1303,1478.0,54.0,631.2222222222222,608.7836283712297,571.0,54.0,144.77777777777777,175.1861091511144,8146.5445791710235,20.996248915389238,0.05042917588177849,0.16797992980383133,0.7205970287322998,0.0,0.8354558944702148,0.10443198680877686,0.2569112346273154,0.7836699485778809,0.0,0.8572959899902344,0.1071619987487793,0.232226905920914,0.7205970287322998,0.0004928112030029297,5,2,0,0,372.0,372.0,10.498124457694619,10.498124457694619,54.0,1478.0,388.0,509.71647892616625,259810.88888888888,2,2,0,7,17,0,0,0,1.0,388.0,589.8888888888889,103.44444444444444,372.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5681,9,1303,0,0,8,14,0.8572959899902344,0.0,0.8572959899902344,0.8572959899902344,0.0,0.0,0.0,0.0,BENIGN
443,0.0,0,1,0,66,0.0,0.0,0.0,0.0,66.0,66.0,66.0,0.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,52.0,0.0,1.0,66.0,66.0,66.0,0.0,0.0,0,1,0,0,1,0,0,0,0.0,66.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,0.0,0,1,0,66,0.0,0.0,0.0,0.0,66.0,66.0,66.0,0.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,52.0,0.0,1.0,66.0,66.0,66.0,0.0,0.0,0,1,0,0,1,0,0,0,0.0,66.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,0.0,0,4,0,240,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,240.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,160.0,0.0,4.0,60.0,60.0,60.0,0.0,0.0,0,0,4,0,0,0,0,0,0.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,240,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,0.0,0,1,0,66,0.0,0.0,0.0,0.0,66.0,66.0,66.0,0.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,52.0,0.0,1.0,66.0,66.0,66.0,0.0,0.0,0,1,0,0,1,0,0,0,0.0,66.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,0.0,0,1,0,66,0.0,0.0,0.0,0.0,66.0,66.0,66.0,0.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,52.0,0.0,1.0,66.0,66.0,66.0,0.0,0.0,0,1,0,0,1,0,0,0,0.0,66.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,0.0,0,1,0,66,0.0,0.0,0.0,0.0,66.0,66.0,66.0,0.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,52.0,0.0,1.0,66.0,66.0,66.0,0.0,0.0,0,1,0,0,1,0,0,0,0.0,66.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,0.0,0,1,0,60,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,40.0,0.0,1.0,60.0,60.0,60.0,0.0,0.0,0,0,1,0,1,0,0,0,0.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443,0.0,0,1,0,60,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,40.0,0.0,1.0,60.0,60.0,60.0,0.0,0.0,0,0,1,0,1,0,0,0,0.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,60,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
